gw,element,name,position,team_name,pred_points,actual_points,minutes,in_xi,is_captain,is_vice
23,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.4411798,1.0,90.0,1,0,0
23,6,William_Saliba,DEF,Arsenal,3.8500242,1.0,90.0,1,0,0
23,226,Trevoh_Chalobah,DEF,Chelsea,3.754081,4.0,90.0,1,0,0
23,8,Jurriën_Timber,DEF,Arsenal,3.7155988,1.0,90.0,1,0,0
23,382,Florian_Wirtz,MID,Liverpool,4.860741,2.0,90.0,1,0,0
23,119,Bryan_Mbeumo,MID,Man Utd,4.4941893,10.0,68.0,1,0,0
23,82,Antoine_Semenyo,MID,Man City,4.2421584,8.0,90.0,1,0,0
23,237,Enzo_Fernández,MID,Chelsea,4.073356,8.0,90.0,1,0,0
23,430,Erling_Haaland,FWD,Man City,7.1026063,1.0,17.0,1,1,0
23,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,5.5939665,2.0,90.0,1,0,1
23,602,Krisztián_Hegyi,GK,West Ham,0.042484894,0.0,0.0,0,0,0
23,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.06897861,0.0,0.0,0,0,0
23,273,Adam_Wharton,MID,Crystal Palace,3.1422458,-1.0,72.0,0,0,0
23,252,Marc_Guiu Paz,FWD,Chelsea,0.054088145,0.0,0.0,0,0,0
24,101,Caoimhín_Kelleher,GK,Brentford,3.1684244,10.0,90.0,1,0,0
24,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.0519958,8.0,90.0,1,0,0
24,226,Trevoh_Chalobah,DEF,Chelsea,3.811491,3.0,90.0,1,0,0
24,8,Jurriën_Timber,DEF,Arsenal,3.2098036,5.0,90.0,1,0,0
24,6,William_Saliba,DEF,Arsenal,3.083109,6.0,90.0,1,0,0
24,119,Bryan_Mbeumo,MID,Man Utd,5.5956573,2.0,90.0,1,0,1
24,382,Florian_Wirtz,MID,Liverpool,4.8309965,12.0,86.0,1,0,0
24,237,Enzo_Fernández,MID,Chelsea,4.0692363,8.0,90.0,1,0,0
24,82,Antoine_Semenyo,MID,Man City,3.9253962,7.0,90.0,1,0,0
24,430,Erling_Haaland,FWD,Man City,6.0975604,5.0,90.0,1,1,0
24,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,3.9841723,2.0,90.0,1,0,0
24,602,Krisztián_Hegyi,GK,West Ham,0.03924112,0.0,0.0,0,0,0
24,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.06734191,0.0,0.0,0,0,0
24,273,Adam_Wharton,MID,Crystal Palace,2.3538103,0.0,0.0,0,0,0
24,252,Marc_Guiu Paz,FWD,Chelsea,0.06856626,0.0,0.0,0,0,0
25,628,José_Malheiro de Sá,GK,Wolves,3.1736073,2.0,90.0,1,0,0
25,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.857845,6.0,90.0,1,0,0
25,8,Jurriën_Timber,DEF,Arsenal,4.1546874,6.0,90.0,1,0,0
25,6,William_Saliba,DEF,Arsenal,4.1165977,7.0,90.0,1,0,0
25,226,Trevoh_Chalobah,DEF,Chelsea,3.8606913,4.0,90.0,1,0,0
25,82,Antoine_Semenyo,MID,Man City,5.1292424,2.0,90.0,1,0,1
25,119,Bryan_Mbeumo,MID,Man Utd,4.9544716,8.0,86.0,1,0,0
25,382,Florian_Wirtz,MID,Liverpool,4.9487615,2.0,90.0,1,0,0
25,237,Enzo_Fernández,MID,Chelsea,3.9230409,2.0,90.0,1,0,0
25,430,Erling_Haaland,FWD,Man City,5.713447,11.0,90.0,1,1,0
25,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,3.8251307,5.0,90.0,1,0,0
25,602,Krisztián_Hegyi,GK,West Ham,0.043568272,0.0,0.0,0,0,0
25,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.06420267,0.0,0.0,0,0,0
25,273,Adam_Wharton,MID,Crystal Palace,1.5062876,3.0,90.0,0,0,0
25,252,Marc_Guiu Paz,FWD,Chelsea,0.04209949,0.0,0.0,0,0,0
26,628,José_Malheiro de Sá,GK,Wolves,11.411227199999999,26.0,360.0,1,0,0
26,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,18.636816600000003,14.0,360.0,1,1,0
26,8,Jurriën_Timber,DEF,Arsenal,15.4648672,6.0,360.0,1,0,1
26,6,William_Saliba,DEF,Arsenal,15.4064488,2.0,180.0,1,0,0
26,235,Cole_Palmer,MID,Chelsea,6.1152167,12.0,90.0,1,0,0
26,82,Antoine_Semenyo,MID,Man City,5.440294,14.0,90.0,1,0,0
26,237,Enzo_Fernández,MID,Chelsea,5.314062,2.0,90.0,1,0,0
26,382,Florian_Wirtz,MID,Liverpool,4.575072,3.0,90.0,1,0,0
26,119,Bryan_Mbeumo,MID,Man Utd,4.543793,6.0,90.0,1,0,0
26,749,Mateus_Mané,FWD,Wolves,11.887161599999999,8.0,360.0,1,0,0
26,817,Adam_Armstrong,FWD,Wolves,11.6466936,8.0,360.0,1,0,0
26,602,Krisztián_Hegyi,GK,West Ham,0.03331048,0.0,0.0,0,0,0
26,226,Trevoh_Chalobah,DEF,Chelsea,3.91814,3.0,90.0,0,0,0
26,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.054365072,0.0,0.0,0,0,0
26,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.058464,2.0,90.0,0,0,0
27,628,José_Malheiro de Sá,GK,Wolves,3.019182,2.0,90.0,1,0,0
27,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.432395,2.0,90.0,1,0,0
27,226,Trevoh_Chalobah,DEF,Chelsea,4.213913,2.0,90.0,1,0,0
27,6,William_Saliba,DEF,Arsenal,3.3330307,2.0,90.0,1,0,0
27,8,Jurriën_Timber,DEF,Arsenal,3.0679727,3.0,56.0,1,0,0
27,235,Cole_Palmer,MID,Chelsea,6.2752085,3.0,74.0,1,1,0
27,82,Antoine_Semenyo,MID,Man City,5.868094,4.0,86.0,1,0,1
27,449,Bruno_Borges Fernandes,MID,Man Utd,5.478236,2.0,90.0,1,0,0
27,237,Enzo_Fernández,MID,Chelsea,5.2257566,2.0,90.0,1,0,0
27,119,Bryan_Mbeumo,MID,Man Utd,4.8946724,6.0,77.0,1,0,0
27,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.4227576,2.0,90.0,1,0,0
27,602,Krisztián_Hegyi,GK,West Ham,0.030324746,0.0,0.0,0,0,0
27,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.041132905,0.0,0.0,0,0,0
27,749,Mateus_Mané,FWD,Wolves,2.6288486,2.0,90.0,0,0,0
27,817,Adam_Armstrong,FWD,Wolves,2.4712884,2.0,62.0,0,0,0
28,67,Đorđe_Petrović,GK,Bournemouth,3.6913385,3.0,90.0,1,0,0
28,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,5.0486975,9.0,90.0,1,0,0
28,373,Virgil_van Dijk,DEF,Liverpool,3.6737604,7.0,90.0,1,0,0
28,77,James_Hill,DEF,Bournemouth,3.3421009,2.0,90.0,1,0,0
28,449,Bruno_Borges Fernandes,MID,Man Utd,6.3201265,13.0,90.0,1,1,0
28,82,Antoine_Semenyo,MID,Man City,5.6588902,8.0,90.0,1,0,1
28,119,Bryan_Mbeumo,MID,Man Utd,5.499284,2.0,85.0,1,0,0
28,235,Cole_Palmer,MID,Chelsea,4.0299315,1.0,85.0,1,0,0
28,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.4068427,6.0,90.0,1,0,0
28,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,3.6858344,2.0,90.0,1,0,0
28,749,Mateus_Mané,FWD,Wolves,2.6413229,2.0,90.0,1,0,0
28,602,Krisztián_Hegyi,GK,West Ham,0.03257043,0.0,0.0,0,0,0
28,8,Jurriën_Timber,DEF,Arsenal,2.3870938,8.0,90.0,0,0,0
28,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.053037003,0.0,0.0,0,0,0
28,237,Enzo_Fernández,MID,Chelsea,1.656647,1.0,85.0,0,0,0
29,67,Đorđe_Petrović,GK,Bournemouth,3.5758128,6.0,90.0,1,0,0
29,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.784578,11.0,90.0,1,0,0
29,8,Jurriën_Timber,DEF,Arsenal,4.1990056,13.0,90.0,1,0,0
29,373,Virgil_van Dijk,DEF,Liverpool,3.8135653,1.0,90.0,1,0,0
29,82,Antoine_Semenyo,MID,Man City,6.382418,7.0,90.0,1,1,0
29,449,Bruno_Borges Fernandes,MID,Man Utd,6.036032,8.0,90.0,1,0,1
29,235,Cole_Palmer,MID,Chelsea,5.6243973,9.0,84.0,1,0,0
29,119,Bryan_Mbeumo,MID,Man Utd,4.935077,1.0,76.0,1,0,0
29,237,Enzo_Fernández,MID,Chelsea,3.915821,4.0,78.0,1,0,0
29,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,4.8531513,19.0,84.0,1,0,0
29,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.7923374,2.0,90.0,1,0,0
29,602,Krisztián_Hegyi,GK,West Ham,0.041613854,0.0,0.0,0,0,0
29,77,James_Hill,DEF,Bournemouth,3.2801924,8.0,90.0,0,0,0
29,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.052873135,0.0,0.0,0,0,0
29,749,Mateus_Mané,FWD,Wolves,2.0996902,2.0,69.0,0,0,0
30,67,Đorđe_Petrović,GK,Bournemouth,3.522368,6.0,90.0,1,0,0
30,373,Virgil_van Dijk,DEF,Liverpool,5.106427,2.0,90.0,1,0,0
30,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,5.051607,9.0,90.0,1,0,0
30,8,Jurriën_Timber,DEF,Arsenal,4.731083,1.0,37.0,1,0,0
30,449,Bruno_Borges Fernandes,MID,Man Utd,6.3163238,10.0,90.0,1,1,0
30,82,Antoine_Semenyo,MID,Man City,6.2002277,2.0,74.0,1,0,1
30,235,Cole_Palmer,MID,Chelsea,5.9955983,2.0,90.0,1,0,0
30,119,Bryan_Mbeumo,MID,Man Utd,5.0796256,2.0,74.0,1,0,0
30,237,Enzo_Fernández,MID,Chelsea,4.5846567,2.0,90.0,1,0,0
30,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,6.0036974,2.0,90.0,1,0,0
30,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.812254,6.0,90.0,1,0,0
30,602,Krisztián_Hegyi,GK,West Ham,0.028468786,0.0,0.0,0,0,0
30,77,James_Hill,DEF,Bournemouth,3.153121,8.0,90.0,0,0,0
30,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.050828513,0.0,0.0,0,0,0
30,749,Mateus_Mané,FWD,Wolves,1.9848344,1.0,45.0,0,0,0
31,67,Đorđe_Petrović,GK,Bournemouth,3.324018,2.0,90.0,1,0,0
31,373,Virgil_van Dijk,DEF,Liverpool,4.204882,3.0,90.0,1,0,0
31,151,Jan Paul_van Hecke,DEF,Brighton,2.9990158,4.0,90.0,1,0,0
31,77,James_Hill,DEF,Bournemouth,2.9799013,-1.0,90.0,1,0,0
31,235,Cole_Palmer,MID,Chelsea,5.6496854,2.0,90.0,1,0,1
31,449,Bruno_Borges Fernandes,MID,Man Utd,5.6212983,13.0,90.0,1,0,0
31,119,Bryan_Mbeumo,MID,Man Utd,4.252226,2.0,70.0,1,0,0
31,237,Enzo_Fernández,MID,Chelsea,3.7492466,2.0,90.0,1,0,0
31,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,5.7784543,2.0,77.0,1,1,0
31,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,5.2299767,4.0,90.0,1,0,0
31,691,Dominic_Calvert-Lewin,FWD,Leeds,4.0115547,2.0,90.0,1,0,0
31,602,Krisztián_Hegyi,GK,West Ham,0.03946897,0.0,0.0,0,0,0
31,447,Ayden_Heaven,DEF,Man Utd,0.099281184,1.0,8.0,0,0,0
31,78,Julián_Araujo Zúñiga,DEF,Bournemouth,0.05314228,0.0,0.0,0,0,0
31,163,Jack_Hinshelwood,MID,Brighton,2.9671776,5.0,82.0,0,0,0
32,67,Đorđe_Petrović,GK,Bournemouth,2.2598023,2.0,90.0,1,0,0
32,373,Virgil_van Dijk,DEF,Liverpool,3.5703564,9.0,90.0,1,0,0
32,260,Marc_Guéhi,DEF,Man City,3.5504174,15.0,90.0,1,0,0
32,151,Jan Paul_van Hecke,DEF,Brighton,3.3721662,5.0,90.0,1,0,0
32,449,Bruno_Borges Fernandes,MID,Man Utd,6.6338673,4.0,90.0,1,1,0
32,82,Antoine_Semenyo,MID,Man City,5.914914,2.0,90.0,1,0,0
32,235,Cole_Palmer,MID,Chelsea,4.9894214,4.0,90.0,1,0,0
32,163,Jack_Hinshelwood,MID,Brighton,3.932021,3.0,74.0,1,0,0
32,84,Marcus_Tavernier,MID,Bournemouth,3.3290806,2.0,90.0,1,0,0
32,430,Erling_Haaland,FWD,Man City,6.3515286,2.0,90.0,1,0,1
32,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,4.8125076,2.0,81.0,1,0,0
32,602,Krisztián_Hegyi,GK,West Ham,0.03362692,0.0,0.0,0,0,0
32,77,James_Hill,DEF,Bournemouth,1.9380543,3.0,90.0,0,0,0
32,447,Ayden_Heaven,DEF,Man Utd,0.2255619,0.0,0.0,0,0,0
32,691,Dominic_Calvert-Lewin,FWD,Leeds,3.220096,2.0,90.0,0,0,0
33,67,Đorđe_Petrović,GK,Bournemouth,14.493876799999999,4.0,360.0,1,0,0
33,260,Marc_Guéhi,DEF,Man City,14.8377718,16.0,360.0,1,0,0
33,151,Jan Paul_van Hecke,DEF,Brighton,13.79453,24.0,360.0,1,0,0
33,77,James_Hill,DEF,Bournemouth,12.074402599999999,10.0,360.0,1,0,0
33,82,Antoine_Semenyo,MID,Man City,23.7233666,10.0,308.0,1,0,1
33,235,Cole_Palmer,MID,Chelsea,21.019279400000002,4.0,180.0,1,0,0
33,84,Marcus_Tavernier,MID,Bournemouth,17.652729,18.0,356.0,1,0,0
33,163,Jack_Hinshelwood,MID,Brighton,15.8784208,20.0,328.0,1,0,0
33,430,Erling_Haaland,FWD,Man City,26.6911714,26.0,360.0,1,1,0
33,249,João Pedro_Junqueira de Jesus,FWD,Chelsea,20.8439414,0.0,0.0,1,0,0
33,691,Dominic_Calvert-Lewin,FWD,Leeds,18.770586,16.0,360.0,1,0,0
33,602,Krisztián_Hegyi,GK,West Ham,0.037100505,0.0,0.0,0,0,0
33,373,Virgil_van Dijk,DEF,Liverpool,2.6496277,8.0,90.0,0,0,0
33,447,Ayden_Heaven,DEF,Man Utd,0.2294504,11.0,90.0,0,0,0
33,449,Bruno_Borges Fernandes,MID,Man Utd,5.785164,6.0,90.0,0,0,0
34,253,Dean_Henderson,GK,Crystal Palace,3.1159668,0.0,90.0,1,0,0
34,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.449789,8.0,90.0,1,0,0
34,6,William_Saliba,DEF,Arsenal,4.0528173,7.0,90.0,1,0,0
34,373,Virgil_van Dijk,DEF,Liverpool,4.018085,4.0,90.0,1,0,0
34,257,Maxence_Lacroix,DEF,Crystal Palace,2.8578293,3.0,90.0,1,0,0
34,449,Bruno_Borges Fernandes,MID,Man Utd,6.400143,5.0,90.0,1,1,0
34,387,Dominik_Szoboszlai,MID,Liverpool,4.525865,1.0,90.0,1,0,0
34,47,Morgan_Rogers,MID,Aston Villa,4.3340764,2.0,90.0,1,0,0
34,242,Kiernan_Dewsbury-Hall,MID,Everton,3.2205884,8.0,90.0,1,0,0
34,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.5860715,1.0,90.0,1,0,1
34,64,Ollie_Watkins,FWD,Aston Villa,4.4295816,2.0,79.0,1,0,0
34,602,Krisztián_Hegyi,GK,West Ham,0.03068244,0.0,0.0,0,0,0
34,447,Ayden_Heaven,DEF,Man Utd,2.4565063,2.0,90.0,0,0,0
34,267,Ismaïla_Sarr,MID,Crystal Palace,2.7332273,5.0,90.0,0,0,0
34,749,Mateus_Mané,FWD,Wolves,2.3975797,2.0,90.0,0,0,0
35,253,Dean_Henderson,GK,Crystal Palace,3.1006296,2.0,90.0,1,0,0
35,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,5.124733,6.0,90.0,1,0,0
35,6,William_Saliba,DEF,Arsenal,3.9946806,6.0,90.0,1,0,0
35,411,Nico_O'Reilly,DEF,Man City,3.8070722,1.0,90.0,1,0,0
35,449,Bruno_Borges Fernandes,MID,Man Utd,5.663193,5.0,90.0,1,0,1
35,47,Morgan_Rogers,MID,Aston Villa,5.196178,1.0,90.0,1,0,0
35,387,Dominik_Szoboszlai,MID,Liverpool,3.484638,13.0,90.0,1,0,0
35,242,Kiernan_Dewsbury-Hall,MID,Everton,3.3405545,2.0,90.0,1,0,0
35,267,Ismaïla_Sarr,MID,Crystal Palace,3.2514255,1.0,45.0,1,0,0
35,430,Erling_Haaland,FWD,Man City,6.637031,7.0,90.0,1,1,0
35,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.836758,6.0,90.0,1,0,0
35,602,Krisztián_Hegyi,GK,West Ham,0.034132604,0.0,0.0,0,0,0
35,257,Maxence_Lacroix,DEF,Crystal Palace,2.7412765,2.0,90.0,0,0,0
35,447,Ayden_Heaven,DEF,Man Utd,2.493891,1.0,90.0,0,0,0
35,749,Mateus_Mané,FWD,Wolves,1.9642063,2.0,90.0,0,0,0
36,253,Dean_Henderson,GK,Crystal Palace,13.3177312,6.0,360.0,1,0,0
36,411,Nico_O'Reilly,DEF,Man City,17.1904774,10.0,180.0,1,0,0
36,257,Maxence_Lacroix,DEF,Crystal Palace,12.9062086,8.0,360.0,1,0,0
36,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,5.2743244,11.0,90.0,1,0,0
36,6,William_Saliba,DEF,Arsenal,3.6578906,5.0,90.0,1,0,0
36,82,Antoine_Semenyo,MID,Man City,19.6749756,24.0,360.0,1,0,1
36,267,Ismaïla_Sarr,MID,Crystal Palace,15.2040896,16.0,240.0,1,0,0
36,449,Bruno_Borges Fernandes,MID,Man Utd,4.9892306,3.0,90.0,1,0,0
36,387,Dominik_Szoboszlai,MID,Liverpool,4.819725,2.0,90.0,1,0,0
36,242,Kiernan_Dewsbury-Hall,MID,Everton,3.435897,5.0,90.0,1,0,0
36,430,Erling_Haaland,FWD,Man City,27.8425368,22.0,180.0,1,1,0
36,602,Krisztián_Hegyi,GK,West Ham,0.03163263,0.0,0.0,0,0,0
36,447,Ayden_Heaven,DEF,Man Utd,2.896471,0.0,0.0,0,0,0
36,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,3.344658,2.0,90.0,0,0,0
36,749,Mateus_Mané,FWD,Wolves,1.8922137,2.0,66.0,0,0,0
37,253,Dean_Henderson,GK,Crystal Palace,3.080658,0.0,90.0,1,0,0
37,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,6.415939,6.0,90.0,1,1,0
37,6,William_Saliba,DEF,Arsenal,4.1812873,8.0,90.0,1,0,0
37,411,Nico_O'Reilly,DEF,Man City,3.1060343,2.0,90.0,1,0,0
37,449,Bruno_Borges Fernandes,MID,Man Utd,5.4108734,9.0,90.0,1,0,0
37,299,Iliman_Ndiaye,MID,Everton,4.675284,2.0,90.0,1,0,0
37,82,Antoine_Semenyo,MID,Man City,4.419793,1.0,55.0,1,0,0
37,387,Dominik_Szoboszlai,MID,Liverpool,4.349054,9.0,90.0,1,0,0
37,242,Kiernan_Dewsbury-Hall,MID,Everton,3.6942365,2.0,90.0,1,0,0
37,430,Erling_Haaland,FWD,Man City,6.314084,9.0,90.0,1,0,1
37,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,4.9563556,2.0,90.0,1,0,0
37,602,Krisztián_Hegyi,GK,West Ham,0.03717663,0.0,0.0,0,0,0
37,257,Maxence_Lacroix,DEF,Crystal Palace,2.4336982,2.0,60.0,0,0,0
37,447,Ayden_Heaven,DEF,Man Utd,1.9149046,0.0,0.0,0,0,0
37,749,Mateus_Mané,FWD,Wolves,2.6443098,11.0,90.0,0,0,0
38,253,Dean_Henderson,GK,Crystal Palace,3.027541,2.0,90.0,1,0,0
38,5,Gabriel_dos Santos Magalhães,DEF,Arsenal,4.8137455,1.0,45.0,1,0,1
38,373,Virgil_van Dijk,DEF,Liverpool,4.5934877,2.0,90.0,1,0,0
38,411,Nico_O'Reilly,DEF,Man City,3.389807,0.0,0.0,1,0,0
38,82,Antoine_Semenyo,MID,Man City,4.7590246,6.0,57.0,1,0,0
38,449,Bruno_Borges Fernandes,MID,Man Utd,4.753332,14.0,90.0,1,0,0
38,387,Dominik_Szoboszlai,MID,Liverpool,4.3606744,2.0,90.0,1,0,0
38,299,Iliman_Ndiaye,MID,Everton,3.302714,2.0,90.0,1,0,0
38,242,Kiernan_Dewsbury-Hall,MID,Everton,3.2660286,2.0,83.0,1,0,0
38,430,Erling_Haaland,FWD,Man City,5.843973,0.0,0.0,1,1,0
38,136,Igor Thiago_Nascimento Rodrigues,FWD,Brentford,3.619778,2.0,90.0,1,0,0
38,602,Krisztián_Hegyi,GK,West Ham,0.035838544,0.0,0.0,0,0,0
38,257,Maxence_Lacroix,DEF,Crystal Palace,2.4127514,0.0,0.0,0,0,0
38,447,Ayden_Heaven,DEF,Man Utd,0.8553679,0.0,0.0,0,0,0
38,749,Mateus_Mané,FWD,Wolves,3.03767,2.0,90.0,0,0,0
